recording_id,channel,state
73093667f33a7f710fc20059989a002071359119e1e9c0a4128b67729755da33,Oil Pressure,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,InlineAcc,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,LateralAcc,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,VerticalAcc,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,RollRate,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,PitchRate,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,YawRate,dynamic
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,ECU VehSpeed,constant
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,ECU WheelSpdFL,constant
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,ECU WheelSpdFR,constant
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,ECU WheelSpdRL,constant
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,ECU WheelSpdRR,constant
8f799d59c9b5348ece1e5671692ea783d6d5e450ccebe31b6db9ad4f9510f8c5,Oil Pressure,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,InlineAcc,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,LateralAcc,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,VerticalAcc,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,RollRate,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,PitchRate,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,YawRate,dynamic
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,ECU VehSpeed,constant
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,ECU WheelSpdFL,constant
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,ECU WheelSpdFR,constant
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,ECU WheelSpdRL,constant
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,ECU WheelSpdRR,constant
9116cbf4be063f5be851f65778ddfb91d60bdd5aa52e7211426769a6b2ce6f86,Oil Pressure,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,InlineAcc,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,LateralAcc,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,VerticalAcc,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,RollRate,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,PitchRate,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,YawRate,dynamic
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,ECU VehSpeed,constant
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,ECU WheelSpdFL,constant
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,ECU WheelSpdFR,constant
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,ECU WheelSpdRL,constant
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,ECU WheelSpdRR,constant
973ef84ffaa4e83d002ed655331eb305b340c0f3f25b57795f97a151bcc3490b,Oil Pressure,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,InlineAcc,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,LateralAcc,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,VerticalAcc,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,RollRate,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,PitchRate,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,YawRate,dynamic
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,ECU VehSpeed,constant
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,ECU WheelSpdFL,constant
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,ECU WheelSpdFR,constant
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,ECU WheelSpdRL,constant
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,ECU WheelSpdRR,constant
b185f43818b8ff3aba325752922bbbf37fd094f1e282887487651e0a5c8f6c7a,Oil Pressure,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,InlineAcc,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,LateralAcc,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,VerticalAcc,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,RollRate,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,PitchRate,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,YawRate,dynamic
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,ECU VehSpeed,constant
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,ECU WheelSpdFL,constant
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,ECU WheelSpdFR,constant
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,ECU WheelSpdRL,constant
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,ECU WheelSpdRR,constant
b439fc5983a3a0db22239d5dcf8cbebf9104a8b71a93c2afd75e75fe87301e46,Oil Pressure,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,InlineAcc,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,LateralAcc,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,VerticalAcc,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,RollRate,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,PitchRate,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,YawRate,dynamic
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,ECU VehSpeed,constant
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,ECU WheelSpdFL,constant
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,ECU WheelSpdFR,constant
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,ECU WheelSpdRL,constant
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,ECU WheelSpdRR,constant
bace0e92b25324e8afbd0e5f6698b01a921780a2385e02419965fa97e3e796c4,Oil Pressure,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,InlineAcc,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,LateralAcc,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,VerticalAcc,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,RollRate,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,PitchRate,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,YawRate,dynamic
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,ECU VehSpeed,constant
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,ECU WheelSpdFL,constant
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,ECU WheelSpdFR,constant
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,ECU WheelSpdRL,constant
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,ECU WheelSpdRR,constant
c3c503093a73b359d513d025d9185c7ada423099650828cbd4fdba12d1d7aafc,Oil Pressure,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,InlineAcc,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,LateralAcc,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,VerticalAcc,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,RollRate,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,PitchRate,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,YawRate,dynamic
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,ECU VehSpeed,constant
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,ECU WheelSpdFL,constant
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,ECU WheelSpdFR,constant
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,ECU WheelSpdRL,constant
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,ECU WheelSpdRR,constant
db4d46d3c8abd3b8d2327e52a99599c63e7bd8ed5f1b122d3047d731fc6d2684,Oil Pressure,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,InlineAcc,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,LateralAcc,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,VerticalAcc,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,RollRate,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,PitchRate,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,YawRate,dynamic
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,ECU VehSpeed,constant
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,ECU WheelSpdFL,constant
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,ECU WheelSpdFR,constant
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,ECU WheelSpdRL,constant
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,ECU WheelSpdRR,constant
dc8bf44eb4cc0becf1c5ebe252a515c98193744c2031498501de80e036899758,Oil Pressure,dynamic
