recording_id,channel,state
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,ACC Long [g],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,ACC Lat [g],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,ACC Vert [g],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Pitch Rate [deg/sec],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Roll Rate [deg/sec],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Yaw Rate [deg/sec],absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Steering Wheel Angle,absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Wheel Speed FL,absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Wheel Speed FR,absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Wheel Speed RL,absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Wheel Speed RR,absent
25aa01e1dcbaea32c062e01b0f782c938c34163fc58af14087dfe2f77906c06e,Oil Pressure,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,ACC Long [g],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,ACC Lat [g],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,ACC Vert [g],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Pitch Rate [deg/sec],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Roll Rate [deg/sec],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Yaw Rate [deg/sec],absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Steering Wheel Angle,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Wheel Speed FL,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Wheel Speed FR,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Wheel Speed RL,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Wheel Speed RR,absent
2f775054c4e7bb342cf49e0ee66406e82353c274c103fc7f7d6a93ea329aea86,Oil Pressure,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,ACC Long [g],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,ACC Lat [g],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,ACC Vert [g],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Pitch Rate [deg/sec],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Roll Rate [deg/sec],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Yaw Rate [deg/sec],absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Steering Wheel Angle,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Wheel Speed FL,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Wheel Speed FR,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Wheel Speed RL,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Wheel Speed RR,absent
382db1f8ede73f956341d7b461790125339762ec9d7cc96480f20aefe04d77e1,Oil Pressure,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,ACC Long [g],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,ACC Lat [g],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,ACC Vert [g],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Pitch Rate [deg/sec],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Roll Rate [deg/sec],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Yaw Rate [deg/sec],absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Steering Wheel Angle,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Wheel Speed FL,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Wheel Speed FR,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Wheel Speed RL,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Wheel Speed RR,absent
4c8d0190b666e26315ce16c862ca2e968d576e14537487162bbd73b9a47d0c07,Oil Pressure,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,ACC Long [g],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,ACC Lat [g],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,ACC Vert [g],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Pitch Rate [deg/sec],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Roll Rate [deg/sec],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Yaw Rate [deg/sec],absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Steering Wheel Angle,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Wheel Speed FL,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Wheel Speed FR,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Wheel Speed RL,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Wheel Speed RR,absent
554af5ad576c1c1d069356649e3bd1e2699a5801f6a0fa703e0c50db726bae3b,Oil Pressure,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,ACC Long [g],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,ACC Lat [g],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,ACC Vert [g],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Pitch Rate [deg/sec],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Roll Rate [deg/sec],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Yaw Rate [deg/sec],absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Steering Wheel Angle,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Wheel Speed FL,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Wheel Speed FR,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Wheel Speed RL,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Wheel Speed RR,absent
564a12f3d813c10242613a907d2b4981e7296739ba9a560571b3547dab1daa7f,Oil Pressure,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,ACC Long [g],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,ACC Lat [g],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,ACC Vert [g],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Pitch Rate [deg/sec],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Roll Rate [deg/sec],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Yaw Rate [deg/sec],absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Steering Wheel Angle,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Wheel Speed FL,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Wheel Speed FR,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Wheel Speed RL,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Wheel Speed RR,absent
5e9e04831922d971561f6ffb53b2c77744d905cca01dcc2fe043d10b2f63c613,Oil Pressure,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,ACC Long [g],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,ACC Lat [g],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,ACC Vert [g],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Pitch Rate [deg/sec],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Roll Rate [deg/sec],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Yaw Rate [deg/sec],absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Steering Wheel Angle,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Wheel Speed FL,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Wheel Speed FR,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Wheel Speed RL,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Wheel Speed RR,absent
629d7d57091b71c5c0c2c6f42218702e454b4ae60e20636885741c7c22fe1bb4,Oil Pressure,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,ACC Long [g],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,ACC Lat [g],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,ACC Vert [g],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Pitch Rate [deg/sec],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Roll Rate [deg/sec],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Yaw Rate [deg/sec],absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Steering Wheel Angle,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Wheel Speed FL,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Wheel Speed FR,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Wheel Speed RL,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Wheel Speed RR,absent
667a6e15a4394db30d7cce7a4db319041453bfa306b566a87e84b213d81efb29,Oil Pressure,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,ACC Long [g],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,ACC Lat [g],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,ACC Vert [g],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Pitch Rate [deg/sec],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Roll Rate [deg/sec],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Yaw Rate [deg/sec],absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Steering Wheel Angle,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Wheel Speed FL,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Wheel Speed FR,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Wheel Speed RL,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Wheel Speed RR,absent
67460352e955edbaf8a0e73406f2aa4726aa14abea0a93abbe0484dccf14d5c3,Oil Pressure,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,ACC Long [g],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,ACC Lat [g],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,ACC Vert [g],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Pitch Rate [deg/sec],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Roll Rate [deg/sec],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Yaw Rate [deg/sec],absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Steering Wheel Angle,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Wheel Speed FL,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Wheel Speed FR,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Wheel Speed RL,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Wheel Speed RR,absent
6939b3836a088e9113eb3bffcf362bed963a71bbd9012ecb56dc61e6d500da39,Oil Pressure,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,ACC Long [g],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,ACC Lat [g],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,ACC Vert [g],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Pitch Rate [deg/sec],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Roll Rate [deg/sec],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Yaw Rate [deg/sec],absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Steering Wheel Angle,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Wheel Speed FL,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Wheel Speed FR,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Wheel Speed RL,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Wheel Speed RR,absent
6faa006353747cbeb4e6d2e90954728110cb94fabfcd41e319270d4cde22f117,Oil Pressure,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,ACC Long [g],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,ACC Lat [g],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,ACC Vert [g],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Pitch Rate [deg/sec],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Roll Rate [deg/sec],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Yaw Rate [deg/sec],absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Steering Wheel Angle,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Wheel Speed FL,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Wheel Speed FR,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Wheel Speed RL,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Wheel Speed RR,absent
953f71ef131b4c5ce7211560abcbafbfe0079e72cf2190c2908d3ff00cf5db12,Oil Pressure,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,ACC Long [g],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,ACC Lat [g],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,ACC Vert [g],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Pitch Rate [deg/sec],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Roll Rate [deg/sec],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Yaw Rate [deg/sec],constant
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Steering Wheel Angle,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Wheel Speed FL,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Wheel Speed FR,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Wheel Speed RL,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Wheel Speed RR,absent
c5c639ca1fa3038e565a432a960cb53f6ce533ad9612d27f229f6527fcf0edac,Oil Pressure,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,ACC Long [g],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,ACC Lat [g],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,ACC Vert [g],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Pitch Rate [deg/sec],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Roll Rate [deg/sec],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Yaw Rate [deg/sec],absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Steering Wheel Angle,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Wheel Speed FL,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Wheel Speed FR,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Wheel Speed RL,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Wheel Speed RR,absent
e57d3de89d6f2a3165aa05beee7b611f60923e090254337c1b48f744c78db52d,Oil Pressure,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,ACC Long [g],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,ACC Lat [g],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,ACC Vert [g],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Pitch Rate [deg/sec],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Roll Rate [deg/sec],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Yaw Rate [deg/sec],absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Steering Wheel Angle,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Wheel Speed FL,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Wheel Speed FR,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Wheel Speed RL,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Wheel Speed RR,absent
f26c5b91a912f9e98e0205e2518d5b3de0314b04b69c3bc6d0148fa8ea3e842b,Oil Pressure,absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,ACC Long [g],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,ACC Lat [g],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,ACC Vert [g],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Pitch Rate [deg/sec],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Roll Rate [deg/sec],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Yaw Rate [deg/sec],absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Steering Wheel Angle,absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Wheel Speed FL,absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Wheel Speed FR,absent
f8a2dfe19bc591bed40778fcb493d9a34a3261518b2f4b416ba15a9402ec6dd7,Wheel Speed RL,absent
